car_id;car_band;car_num;car_valid_mes;car_valid_ano;car_nm;car_cli_cod
2077;Orizânia;13
2078;Ouro Branco;13
2079;Ouro Fino;13
2080;Ouro Preto;13
2081;Ouro Verde de Minas;13
2082;Padre Carvalho;13
2083;Padre Paraíso;13
2084;Pai Pedro;13
2085;Paineiras;13
2086;Pains;13
2087;Paiva;13
2088;Palma;13
2089;Palmópolis;13
2090;Papagaios;13
2091;Pará de Minas;13
2092;Paracatu;13
2093;Paraguaçu;13
2094;Paraisópolis;13
2095;Paraopeba;13
2096;Passa Quatro;13
2097;Passa Tempo;13
2098;Passa-Vinte;13
2099;Passabém;13
2100;Passos;13
2101;Patis;13
2102;Patos de Minas;13
2103;Patrocínio;13
2104;Patrocínio do Muriaé;13
2105;Paula Cândido;13
2106;Paulistas;13
2107;Pavão;13
2108;Peçanha;13
2109;Pedra Azul;13
2110;Pedra Bonita;13
2111;Pedra do Anta;13
2112;Pedra do Indaiá;13
2113;Pedra Dourada;13
2114;Pedralva;13
2115;Pedras de Maria da Cruz;13
2116;Pedrinópolis;13
2117;Pedro Leopoldo;13
2118;Pedro Teixeira;13
2119;Pequeri;13
2120;Pequi;13
2121;Perdigão;13
2122;Perdizes;13
2123;Perdões;13
2124;Periquito;13
2125;Pescador;13
2126;Piau;13
2127;Piedade de Caratinga;13
2128;Piedade de Ponte Nova;13
2129;Piedade do Rio Grande;13
2130;Piedade dos Gerais;13
2131;Pimenta;13
2132;Pingo-d`Água;13
2133;Pintópolis;13
2134;Piracema;13
2135;Pirajuba;13
2136;Piranga;13
2137;Piranguçu;13
2138;Piranguinho;13
2139;Pirapetinga;13
2140;Pirapora;13
2141;Piraúba;13
2142;Pitangui;13
2143;Piumhi;13
2144;Planura;13
2145;Poço Fundo;13
2146;Poços de Caldas;13
2147;Pocrane;13
2148;Pompéu;13
2149;Ponte Nova;13
2150;Ponto Chique;13
2151;Ponto dos Volantes;13
2152;Porteirinha;13
2153;Porto Firme;13
2154;Poté;13
2155;Pouso Alegre;13
2156;Pouso Alto;13
2157;Prados;13
2158;Prata;13
2159;Pratápolis;13
2160;Pratinha;13
2161;Presidente Bernardes;13
2162;Presidente Juscelino;13
2163;Presidente Kubitschek;13
2164;Presidente Olegário;13
2165;Prudente de Morais;13
2166;Quartel Geral;13
2167;Queluzito;13
2168;Raposos;13
2169;Raul Soares;13
2170;Recreio;13
2171;Reduto;13
2172;Resende Costa;13
2173;Resplendor;13
2174;Ressaquinha;13
2175;Riachinho;13
2176;Riacho dos Machados;13
2177;Ribeirão das Neves;13
2178;Ribeirão Vermelho;13
2179;Rio Acima;13
2180;Rio Casca;13
2181;Rio do Prado;13
2182;Rio Doce;13
2183;Rio Espera;13
2184;Rio Manso;13
2185;Rio Novo;13
2186;Rio Paranaíba;13
2187;Rio Pardo de Minas;13
2188;Rio Piracicaba;13
2189;Rio Pomba;13
2190;Rio Preto;13
2191;Rio Vermelho;13
2192;Ritápolis;13
2193;Rochedo de Minas;13
2194;Rodeiro;13
2195;Romaria;13
2196;Rosário da Limeira;13
2197;Rubelita;13
2198;Rubim;13
2199;Sabará;13
2200;Sabinópolis;13
2201;Sacramento;13
2202;Salinas;13
2203;Salto da Divisa;13
2204;Santa Bárbara;13
2205;Santa Bárbara do Leste;13
2206;Santa Bárbara do Monte Verde;13
2207;Santa Bárbara do Tugúrio;13
2208;Santa Cruz de Minas;13
2209;Santa Cruz de Salinas;13
2210;Santa Cruz do Escalvado;13
2211;Santa Efigênia de Minas;13
2212;Santa Fé de Minas;13
2213;Santa Helena de Minas;13
2214;Santa Juliana;13
2215;Santa Luzia;13
2216;Santa Margarida;13
2217;Santa Maria de Itabira;13
2218;Santa Maria do Salto;13
2219;Santa Maria do Suaçuí;13
2220;Santa Rita de Caldas;13
2221;Santa Rita de Ibitipoca;13
2222;Santa Rita de Jacutinga;13
2223;Santa Rita de Minas;13
2224;Santa Rita do Itueto;13
2225;Santa Rita do Sapucaí;13
2226;Santa Rosa da Serra;13
2227;Santa Vitória;13
2228;Santana da Vargem;13
2229;Santana de Cataguases;13
2230;Santana de Pirapama;13
2231;Santana do Deserto;13
2232;Santana do Garambéu;13
2233;Santana do Jacaré;13
2234;Santana do Manhuaçu;13
2235;Santana do Paraíso;13
2236;Santana do Riacho;13
2237;Santana dos Montes;13
2238;Santo Antônio do Amparo;13
2239;Santo Antônio do Aventureiro;13
2240;Santo Antônio do Grama;13
2241;Santo Antônio do Itambé;13
2242;Santo Antônio do Jacinto;13
2243;Santo Antônio do Monte;13
2244;Santo Antônio do Retiro;13
2245;Santo Antônio do Rio Abaixo;13
2246;Santo Hipólito;13
2247;Santos Dumont;13
2248;São Bento Abade;13
2249;São Brás do Suaçuí;13
2250;São Domingos das Dores;13
2251;São Domingos do Prata;13
2252;São Félix de Minas;13
2253;São Francisco;13
2254;São Francisco de Paula;13
2255;São Francisco de Sales;13
2256;São Francisco do Glória;13
2257;São Geraldo;13
2258;São Geraldo da Piedade;13
2259;São Geraldo do Baixio;13
2260;São Gonçalo do Abaeté;13
2261;São Gonçalo do Pará;13
2262;São Gonçalo do Rio Abaixo;13
2263;São Gonçalo do Rio Preto;13
2264;São Gonçalo do Sapucaí;13
2265;São Gotardo;13
2266;São João Batista do Glória;13
2267;São João da Lagoa;13
2268;São João da Mata;13
2269;São João da Ponte;13
2270;São João das Missões;13
2271;São João del Rei;13
2272;São João do Manhuaçu;13
2273;São João do Manteninha;13
2274;São João do Oriente;13
2275;São João do Pacuí;13
2276;São João do Paraíso;13
2277;São João Evangelista;13
2278;São João Nepomuceno;13
2279;São Joaquim de Bicas;13
2280;São José da Barra;13
2281;São José da Lapa;13
2282;São José da Safira;13
2283;São José da Varginha;13
2284;São José do Alegre;13
2285;São José do Divino;13
2286;São José do Goiabal;13
2287;São José do Jacuri;13
2288;São José do Mantimento;13
2289;São Lourenço;13
2290;São Miguel do Anta;13
2291;São Pedro da União;13
2292;São Pedro do Suaçuí;13
2293;São Pedro dos Ferros;13
2294;São Romão;13
2295;São Roque de Minas;13
2296;São Sebastião da Bela Vista;13
2297;São Sebastião da Vargem Alegre;13
2298;São Sebastião do Anta;13
2299;São Sebastião do Maranhão;13
2300;São Sebastião do Oeste;13
2301;São Sebastião do Paraíso;13
2302;São Sebastião do Rio Preto;13
2303;São Sebastião do Rio Verde;13
2304;São Thomé das Letras;13
2305;São Tiago;13
2306;São Tomás de Aquino;13
2307;São Vicente de Minas;13
2308;Sapucaí-Mirim;13
2309;Sardoá;13
2310;Sarzedo;13
2311;Sem-Peixe;13
2312;Senador Amaral;13
2313;Senador Cortes;13
2314;Senador Firmino;13
2315;Senador José Bento;13
2316;Senador Modestino Gonçalves;13
2317;Senhora de Oliveira;13
2318;Senhora do Porto;13
2319;Senhora dos Remédios;13
2320;Sericita;13
2321;Seritinga;13
2322;Serra Azul de Minas;13
2323;Serra da Saudade;13
2324;Serra do Salitre;13
2325;Serra dos Aimorés;13
2326;Serrania;13
2327;Serranópolis de Minas;13
2328;Serranos;13
2329;Serro;13
2330;Sete Lagoas;13
2331;Setubinha;13
2332;Silveirânia;13
2333;Silvianópolis;13
2334;Simão Pereira;13
2335;Simonésia;13
2336;Sobrália;13
2337;Soledade de Minas;13
2338;Tabuleiro;13
2339;Taiobeiras;13
2340;Taparuba;13
2341;Tapira;13
2342;Tapiraí;13
2343;Taquaraçu de Minas;13
2344;Tarumirim;13
2345;Teixeiras;13
2346;Teófilo Otoni;13
2347;Timóteo;13
2348;Tiradentes;13
2349;Tiros;13
2350;Tocantins;13
2351;Tocos do Moji;13
2352;Toledo;13
2353;Tombos;13
2354;Três Corações;13
2355;Três Marias;13
2356;Três Pontas;13
2357;Tumiritinga;13
2358;Tupaciguara;13
2359;Turmalina;13
2360;Turvolândia;13
2361;Ubá;13
2362;Ubaí;13
2363;Ubaporanga;13
2364;Uberaba;13
2365;Uberlândia;13
2366;Umburatiba;13
2367;Unaí;13
2368;União de Minas;13
2369;Uruana de Minas;13
2370;Urucânia;13
2371;Urucuia;13
2372;Vargem Alegre;13
2373;Vargem Bonita;13
2374;Vargem Grande do Rio Pardo;13
2375;Varginha;13
2376;Varjão de Minas;13
2377;Várzea da Palma;13
2378;Varzelândia;13
2379;Vazante;13
2380;Verdelândia;13
2381;Veredinha;13
2382;Veríssimo;13
2383;Vermelho Novo;13
2384;Vespasiano;13
2385;Viçosa;13
2386;Vieiras;13
2387;Virgem da Lapa;13
2388;Virgínia;13
2389;Virginópolis;13
2390;Virgolândia;13
2391;Visconde do Rio Branco;13
2392;Volta Grande;13
2393;Wenceslau Braz;13
2394;Abaetetuba;14
2395;Abel Figueiredo;14
2396;Acará;14
2397;Afuá;14
2398;Água Azul do Norte;14
2399;Alenquer;14
2400;Almeirim;14
2401;Altamira;14
2402;Anajás;14
2403;Ananindeua;14
2404;Anapu;14
2405;Augusto Corrêa;14
2406;Aurora do Pará;14
2407;Aveiro;14
2408;Bagre;14
2409;Baião;14
2410;Bannach;14
2411;Barcarena;14
2412;Belém;14
2413;Belterra;14
2414;Benevides;14
2415;Bom Jesus do Tocantins;14
2416;Bonito;14
2417;Bragança;14
2418;Brasil Novo;14
2419;Brejo Grande do Araguaia;14
2420;Breu Branco;14
2421;Breves;14
2422;Bujaru;14
2423;Cachoeira do Arari;14
2424;Cachoeira do Piriá;14
2425;Cametá;14
2426;Canaã dos Carajás;14
2427;Capanema;14
2428;Capitão Poço;14
2429;Castanhal;14
2430;Chaves;14
2431;Colares;14
2432;Conceição do Araguaia;14
2433;Concórdia do Pará;14
2434;Cumaru do Norte;14
2435;Curionópolis;14
2436;Curralinho;14
2437;Curuá;14
2438;Curuçá;14
2439;Dom Eliseu;14
2440;Eldorado dos Carajás;14
2441;Faro;14
2442;Floresta do Araguaia;14
2443;Garrafão do Norte;14
2444;Goianésia do Pará;14
2445;Gurupá;14
2446;Igarapé-Açu;14
2447;Igarapé-Miri;14
2448;Inhangapi;14
2449;Ipixuna do Pará;14
2450;Irituia;14
2451;Itaituba;14
2452;Itupiranga;14
2453;Jacareacanga;14
2454;Jacundá;14
2455;Juruti;14
2456;Limoeiro do Ajuru;14
2457;Mãe do Rio;14
2458;Magalhães Barata;14
2459;Marabá;14
2460;Maracanã;14
2461;Marapanim;14
2462;Marituba;14
2463;Medicilândia;14
2464;Melgaço;14
2465;Mocajuba;14
2466;Moju;14
2467;Monte Alegre;14
2468;Muaná;14
2469;Nova Esperança do Piriá;14
2470;Nova Ipixuna;14
2471;Nova Timboteua;14
2472;Novo Progresso;14
2473;Novo Repartimento;14
2474;Óbidos;14
2475;Oeiras do Pará;14
2476;Oriximiná;14
2477;Ourém;14
2478;Ourilândia do Norte;14
2479;Pacajá;14
2480;Palestina do Pará;14
2481;Paragominas;14
2482;Parauapebas;14
2483;Pau d`Arco;14
2484;Peixe-Boi;14
2485;Piçarra;14
2486;Placas;14
2487;Ponta de Pedras;14
2488;Portel;14
2489;Porto de Moz;14
2490;Prainha;14
2491;Primavera;14
2492;Quatipuru;14
2493;Redenção;14
2494;Rio Maria;14
2495;Rondon do Pará;14
2496;Rurópolis;14
2497;Salinópolis;14
2498;Salvaterra;14
2499;Santa Bárbara do Pará;14
2500;Santa Cruz do Arari;14
2501;Santa Isabel do Pará;14
2502;Santa Luzia do Pará;14
2503;Santa Maria das Barreiras;14
2504;Santa Maria do Pará;14
2505;Santana do Araguaia;14
2506;Santarém;14
2507;Santarém Novo;14
2508;Santo Antônio do Tauá;14
2509;São Caetano de Odivelas;14
2510;São Domingos do Araguaia;14
2511;São Domingos do Capim;14
2512;São Félix do Xingu;14
2513;São Francisco do Pará;14
2514;São Geraldo do Araguaia;14
2515;São João da Ponta;14
2516;São João de Pirabas;14
2517;São João do Araguaia;14
2518;São Miguel do Guamá;14
2519;São Sebastião da Boa Vista;14
2520;Sapucaia;14
2521;Senador José Porfírio;14
2522;Soure;14
2523;Tailândia;14
2524;Terra Alta;14
2525;Terra Santa;14
2526;Tomé-Açu;14
2527;Tracuateua;14
2528;Trairão;14
2529;Tucumã;14
2530;Tucuruí;14
2531;Ulianópolis;14
2532;Uruará;14
2533;Vigia;14
2534;Viseu;14
2535;Vitória do Xingu;14
2536;Xinguara;14
2537;Água Branca;15
2538;Aguiar;15
2539;Alagoa Grande;15
2540;Alagoa Nova;15
2541;Alagoinha;15
2542;Alcantil;15
2543;Algodão de Jandaíra;15
2544;Alhandra;15
2545;Amparo;15
2546;Aparecida;15
2547;Araçagi;15
2548;Arara;15
2549;Araruna;15
2550;Areia;15
2551;Areia de Baraúnas;15
2552;Areial;15
2553;Aroeiras;15
2554;Assunção;15
2555;Baía da Traição;15
2556;Bananeiras;15
2557;Baraúna;15
2558;Barra de Santa Rosa;15
2559;Barra de Santana;15
2560;Barra de São Miguel;15
2561;Bayeux;15
2562;Belém;15
2563;Belém do Brejo do Cruz;15
2564;Bernardino Batista;15
2565;Boa Ventura;15
2566;Boa Vista;15
2567;Bom Jesus;15
2568;Bom Sucesso;15
2569;Bonito de Santa Fé;15
2570;Boqueirão;15
2571;Borborema;15
2572;Brejo do Cruz;15
2573;Brejo dos Santos;15
2574;Caaporã;15
2575;Cabaceiras;15
2576;Cabedelo;15
2577;Cachoeira dos Índios;15
2578;Cacimba de Areia;15
2579;Cacimba de Dentro;15
2580;Cacimbas;15
2581;Caiçara;15
2582;Cajazeiras;15
2583;Cajazeirinhas;15
2584;Caldas Brandão;15
2585;Camalaú;15
2586;Campina Grande;15
2587;Campo de Santana;15
2588;Capim;15
2589;Caraúbas;15
2590;Carrapateira;15
2591;Casserengue;15
2592;Catingueira;15
2593;Catolé do Rocha;15
2594;Caturité;15
2595;Conceição;15
2596;Condado;15
2597;Conde;15
2598;Congo;15
2599;Coremas;15
2600;Coxixola;15
2601;Cruz do Espírito Santo;15
2602;Cubati;15
2603;Cuité;15
2604;Cuité de Mamanguape;15
2605;Cuitegi;15
2606;Curral de Cima;15
2607;Curral Velho;15
2608;Damião;15
2609;Desterro;15
2610;Diamante;15
2611;Dona Inês;15
2612;Duas Estradas;15
2613;Emas;15
2614;Esperança;15
2615;Fagundes;15
2616;Frei Martinho;15
2617;Gado Bravo;15
2618;Guarabira;15
2619;Gurinhém;15
2620;Gurjão;15
2621;Ibiara;15
2622;Igaracy;15
2623;Imaculada;15
2624;Ingá;15
2625;Itabaiana;15
2626;Itaporanga;15
2627;Itapororoca;15
2628;Itatuba;15
2629;Jacaraú;15
2630;Jericó;15
2631;João Pessoa;15
2632;Juarez Távora;15
2633;Juazeirinho;15
2634;Junco do Seridó;15
2635;Juripiranga;15
2636;Juru;15
2637;Lagoa;15
2638;Lagoa de Dentro;15
2639;Lagoa Seca;15
2640;Lastro;15
2641;Livramento;15
2642;Logradouro;15
2643;Lucena;15
2644;Mãe d`Água;15
2645;Malta;15
2646;Mamanguape;15
2647;Manaíra;15
2648;Marcação;15
2649;Mari;15
2650;Marizópolis;15
2651;Massaranduba;15
2652;Mataraca;15
2653;Matinhas;15
2654;Mato Grosso;15
2655;Maturéia;15
2656;Mogeiro;15
2657;Montadas;15
2658;Monte Horebe;15
2659;Monteiro;15
2660;Mulungu;15
2661;Natuba;15
2662;Nazarezinho;15
2663;Nova Floresta;15
2664;Nova Olinda;15
2665;Nova Palmeira;15
2666;Olho d`Água;15
2667;Olivedos;15
2668;Ouro Velho;15
2669;Parari;15
2670;Passagem;15
2671;Patos;15
2672;Paulista;15
2673;Pedra Branca;15
2674;Pedra Lavrada;15
2675;Pedras de Fogo;15
2676;Pedro Régis;15
2677;Piancó;15
2678;Picuí;15
2679;Pilar;15
2680;Pilões;15
2681;Pilõezinhos;15
2682;Pirpirituba;15
2683;Pitimbu;15
2684;Pocinhos;15
2685;Poço Dantas;15
2686;Poço de José de Moura;15
2687;Pombal;15
2688;Prata;15
2689;Princesa Isabel;15
2690;Puxinanã;15
2691;Queimadas;15
2692;Quixabá;15
2693;Remígio;15
2694;Riachão;15
2695;Riachão do Bacamarte;15
2696;Riachão do Poço;15
2697;Riacho de Santo Antônio;15
2698;Riacho dos Cavalos;15
2699;Rio Tinto;15
2700;Salgadinho;15
2701;Salgado de São Félix;15
2702;Santa Cecília;15
2703;Santa Cruz;15
2704;Santa Helena;15
2705;Santa Inês;15
2706;Santa Luzia;15
2707;Santa Rita;15
2708;Santa Teresinha;15
2709;Santana de Mangueira;15
2710;Santana dos Garrotes;15
2711;Santarém;15
2712;Santo André;15
2713;São Bentinho;15
2714;São Bento;15
2715;São Domingos de Pombal;15
2716;São Domingos do Cariri;15
2717;São Francisco;15
2718;São João do Cariri;15
2719;São João do Rio do Peixe;15
2720;São João do Tigre;15
2721;São José da Lagoa Tapada;15
2722;São José de Caiana;15
2723;São José de Espinharas;15
2724;São José de Piranhas;15
2725;São José de Princesa;15
2726;São José do Bonfim;15
2727;São José do Brejo do Cruz;15
2728;São José do Sabugi;15
2729;São José dos Cordeiros;15
2730;São José dos Ramos;15
2731;São Mamede;15
2732;São Miguel de Taipu;15
2733;São Sebastião de Lagoa de Roça;15
2734;São Sebastião do Umbuzeiro;15
2735;Sapé;15
2736;Seridó;15
2737;Serra Branca;15
2738;Serra da Raiz;15
2739;Serra Grande;15
2740;Serra Redonda;15
2741;Serraria;15
2742;Sertãozinho;15
2743;Sobrado;15
2744;Solânea;15
2745;Soledade;15
2746;Sossêgo;15
2747;Sousa;15
2748;Sumé;15
2749;Taperoá;15
2750;Tavares;15
2751;Teixeira;15
2752;Tenório;15
2753;Triunfo;15
2754;Uiraúna;15
2755;Umbuzeiro;15
2756;Várzea;15
2757;Vieirópolis;15
2758;Vista Serrana;15
2759;Zabelê;15
2760;Abatiá;16
2761;Adrianópolis;16
2762;Agudos do Sul;16
2763;Almirante Tamandaré;16
2764;Altamira do Paraná;16
2765;Alto Paraná;16
2766;Alto Piquiri;16
2767;Altônia;16
2768;Alvorada do Sul;16
2769;Amaporã;16
2770;Ampére;16
2771;Anahy;16
2772;Andirá;16
2773;Ângulo;16
2774;Antonina;16
2775;Antônio Olinto;16
2776;Apucarana;16
2777;Arapongas;16
2778;Arapoti;16
2779;Arapuã;16
2780;Araruna;16
2781;Araucária;16
2782;Ariranha do Ivaí;16
2783;Assaí;16
2784;Assis Chateaubriand;16
2785;Astorga;16
2786;Atalaia;16
2787;Balsa Nova;16
2788;Bandeirantes;16
2789;Barbosa Ferraz;16
2790;Barra do Jacaré;16
2791;Barracão;16
2792;Bela Vista da Caroba;16
2793;Bela Vista do Paraíso;16
2794;Bituruna;16
2795;Boa Esperança;16
2796;Boa Esperança do Iguaçu;16
2797;Boa Ventura de São Roque;16
2798;Boa Vista da Aparecida;16
2799;Bocaiúva do Sul;16
2800;Bom Jesus do Sul;16
2801;Bom Sucesso;16
2802;Bom Sucesso do Sul;16
2803;Borrazópolis;16
2804;Braganey;16
2805;Brasilândia do Sul;16
2806;Cafeara;16
2807;Cafelândia;16
2808;Cafezal do Sul;16
2809;Califórnia;16
2810;Cambará;16
2811;Cambé;16
2812;Cambira;16
2813;Campina da Lagoa;16
2814;Campina do Simão;16
2815;Campina Grande do Sul;16
2816;Campo Bonito;16
2817;Campo do Tenente;16
2818;Campo Largo;16
2819;Campo Magro;16
2820;Campo Mourão;16
2821;Cândido de Abreu;16
2822;Candói;16
2823;Cantagalo;16
2824;Capanema;16
2825;Capitão Leônidas Marques;16
2826;Carambeí;16
2827;Carlópolis;16
2828;Cascavel;16
2829;Castro;16
2830;Catanduvas;16
2831;Centenário do Sul;16
2832;Cerro Azul;16
2833;Céu Azul;16
2834;Chopinzinho;16
2835;Cianorte;16
2836;Cidade Gaúcha;16
2837;Clevelândia;16
2838;Colombo;16
2839;Colorado;16
2840;Congonhinhas;16
2841;Conselheiro Mairinck;16
2842;Contenda;16
2843;Corbélia;16
2844;Cornélio Procópio;16
2845;Coronel Domingos Soares;16
2846;Coronel Vivida;16
2847;Corumbataí do Sul;16
2848;Cruz Machado;16
2849;Cruzeiro do Iguaçu;16
2850;Cruzeiro do Oeste;16
2851;Cruzeiro do Sul;16
2852;Cruzmaltina;16
2853;Curitiba;16
2854;Curiúva;16
2855;Diamante d`Oeste;16
2856;Diamante do Norte;16
2857;Diamante do Sul;16
2858;Dois Vizinhos;16
2859;Douradina;16
2860;Doutor Camargo;16
2861;Doutor Ulysses;16
2862;Enéas Marques;16
2863;Engenheiro Beltrão;16
2864;Entre Rios do Oeste;16
2865;Esperança Nova;16
2866;Espigão Alto do Iguaçu;16
2867;Farol;16
2868;Faxinal;16
2869;Fazenda Rio Grande;16
2870;Fênix;16
2871;Fernandes Pinheiro;16
2872;Figueira;16
2873;Flor da Serra do Sul;16
2874;Floraí;16
2875;Floresta;16
2876;Florestópolis;16
2877;Flórida;16
2878;Formosa do Oeste;16
2879;Foz do Iguaçu;16
2880;Foz do Jordão;16
2881;Francisco Alves;16
2882;Francisco Beltrão;16
2883;General Carneiro;16
2884;Godoy Moreira;16
2885;Goioerê;16
2886;Goioxim;16
2887;Grandes Rios;16
2888;Guaíra;16
2889;Guairaçá;16
2890;Guamiranga;16
2891;Guapirama;16
2892;Guaporema;16
2893;Guaraci;16
2894;Guaraniaçu;16
2895;Guarapuava;16
2896;Guaraqueçaba;16
2897;Guaratuba;16
2898;Honório Serpa;16
2899;Ibaiti;16
2900;Ibema;16
2901;Ibiporã;16
2902;Icaraíma;16
2903;Iguaraçu;16
2904;Iguatu;16
2905;Imbaú;16
2906;Imbituva;16
2907;Inácio Martins;16
2908;Inajá;16
2909;Indianópolis;16
2910;Ipiranga;16
2911;Iporã;16
2912;Iracema do Oeste;16
2913;Irati;16
2914;Iretama;16
2915;Itaguajé;16
2916;Itaipulândia;16
2917;Itambaracá;16
2918;Itambé;16
2919;Itapejara d`Oeste;16
2920;Itaperuçu;16
2921;Itaúna do Sul;16
2922;Ivaí;16
2923;Ivaiporã;16
2924;Ivaté;16
2925;Ivatuba;16
2926;Jaboti;16
2927;Jacarezinho;16
2928;Jaguapitã;16
2929;Jaguariaíva;16
2930;Jandaia do Sul;16
2931;Janiópolis;16
2932;Japira;16
2933;Japurá;16
2934;Jardim Alegre;16
2935;Jardim Olinda;16
2936;Jataizinho;16
2937;Jesuítas;16
2938;Joaquim Távora;16
2939;Jundiaí do Sul;16
2940;Juranda;16
2941;Jussara;16
2942;Kaloré;16
2943;Lapa;16
2944;Laranjal;16
2945;Laranjeiras do Sul;16
2946;Leópolis;16
2947;Lidianópolis;16
2948;Lindoeste;16
2949;Loanda;16
2950;Lobato;16
2951;Londrina;16
2952;Luiziana;16
2953;Lunardelli;16
2954;Lupionópolis;16
2955;Mallet;16
2956;Mamborê;16
2957;Mandaguaçu;16
2958;Mandaguari;16
2959;Mandirituba;16
2960;Manfrinópolis;16
2961;Mangueirinha;16
2962;Manoel Ribas;16
2963;Marechal Cândido Rondon;16
2964;Maria Helena;16
2965;Marialva;16
2966;Marilândia do Sul;16
2967;Marilena;16
2968;Mariluz;16
2969;Maringá;16
2970;Mariópolis;16
2971;Maripá;16
2972;Marmeleiro;16
2973;Marquinho;16
2974;Marumbi;16
2975;Matelândia;16
2976;Matinhos;16
2977;Mato Rico;16
2978;Mauá da Serra;16
2979;Medianeira;16
2980;Mercedes;16
2981;Mirador;16
2982;Miraselva;16
2983;Missal;16
2984;Moreira Sales;16
2985;Morretes;16
2986;Munhoz de Melo;16
2987;Nossa Senhora das Graças;16
2988;Nova Aliança do Ivaí;16
2989;Nova América da Colina;16
2990;Nova Aurora;16
2991;Nova Cantu;16
2992;Nova Esperança;16
2993;Nova Esperança do Sudoeste;16
2994;Nova Fátima;16
2995;Nova Laranjeiras;16
2996;Nova Londrina;16
2997;Nova Olímpia;16
2998;Nova Prata do Iguaçu;16
2999;Nova Santa Bárbara;16
3000;Nova Santa Rosa;16
3001;Nova Tebas;16
3002;Novo Itacolomi;16
3003;Ortigueira;16
3004;Ourizona;16
3005;Ouro Verde do Oeste;16
3006;Paiçandu;16
3007;Palmas;16
3008;Palmeira;16
3009;Palmital;16
3010;Palotina;16
3011;Paraíso do Norte;16
3012;Paranacity;16
3013;Paranaguá;16
3014;Paranapoema;16
3015;Paranavaí;16
3016;Pato Bragado;16
3017;Pato Branco;16
3018;Paula Freitas;16
3019;Paulo Frontin;16
3020;Peabiru;16
3021;Perobal;16
3022;Pérola;16
3023;Pérola d`Oeste;16
3024;Piên;16
3025;Pinhais;16
3026;Pinhal de São Bento;16
3027;Pinhalão;16
3028;Pinhão;16
3029;Piraí do Sul;16
3030;Piraquara;16
3031;Pitanga;16
3032;Pitangueiras;16
3033;Planaltina do Paraná;16
3034;Planalto;16
3035;Ponta Grossa;16
3036;Pontal do Paraná;16
3037;Porecatu;16
3038;Porto Amazonas;16
3039;Porto Barreiro;16
3040;Porto Rico;16
3041;Porto Vitória;16
3042;Prado Ferreira;16
3043;Pranchita;16
3044;Presidente Castelo Branco;16
3045;Primeiro de Maio;16
3046;Prudentópolis;16
3047;Quarto Centenário;16
3048;Quatiguá;16
3049;Quatro Barras;16
3050;Quatro Pontes;16
3051;Quedas do Iguaçu;16
3052;Querência do Norte;16
3053;Quinta do Sol;16
3054;Quitandinha;16
3055;Ramilândia;16
3056;Rancho Alegre;16
3057;Rancho Alegre d`Oeste;16
3058;Realeza;16
3059;Rebouças;16
3060;Renascença;16
3061;Reserva;16
3062;Reserva do Iguaçu;16
3063;Ribeirão Claro;16
3064;Ribeirão do Pinhal;16
3065;Rio Azul;16
3066;Rio Bom;16
3067;Rio Bonito do Iguaçu;16
3068;Rio Branco do Ivaí;16
3069;Rio Branco do Sul;16
3070;Rio Negro;16
3071;Rolândia;16
3072;Roncador;16
3073;Rondon;16
3074;Rosário do Ivaí;16
3075;Sabáudia;16
3076;Salgado Filho;16
3077;Salto do Itararé;16
3078;Salto do Lontra;16
3079;Santa Amélia;16
3080;Santa Cecília do Pavão;16
3081;Santa Cruz de Monte Castelo;16
3082;Santa Fé;16
3083;Santa Helena;16
3084;Santa Inês;16
3085;Santa Isabel do Ivaí;16
3086;Santa Izabel do Oeste;16
3087;Santa Lúcia;16
3088;Santa Maria do Oeste;16
3089;Santa Mariana;16
3090;Santa Mônica;16
3091;Santa Tereza do Oeste;16
3092;Santa Terezinha de Itaipu;16
3093;Santana do Itararé;16
3094;Santo Antônio da Platina;16
3095;Santo Antônio do Caiuá;16
3096;Santo Antônio do Paraíso;16
3097;Santo Antônio do Sudoeste;16
3098;Santo Inácio;16
3099;São Carlos do Ivaí;16
3100;São Jerônimo da Serra;16
3101;São João;16
3102;São João do Caiuá;16
3103;São João do Ivaí;16
3104;São João do Triunfo;16
3105;São Jorge d`Oeste;16
3106;São Jorge do Ivaí;16
3107;São Jorge do Patrocínio;16
3108;São José da Boa Vista;16
3109;São José das Palmeiras;16
3110;São José dos Pinhais;16
3111;São Manoel do Paraná;16
3112;São Mateus do Sul;16
3113;São Miguel do Iguaçu;16
3114;São Pedro do Iguaçu;16
3115;São Pedro do Ivaí;16
3116;São Pedro do Paraná;16
3117;São Sebastião da Amoreira;16
3118;São Tomé;16
3119;Sapopema;16
3120;Sarandi;16
3121;Saudade do Iguaçu;16
3122;Sengés;16
3123;Serranópolis do Iguaçu;16
3124;Sertaneja;16
3125;Sertanópolis;16
3126;Siqueira Campos;16
3127;Sulina;16
3128;Tamarana;16
3129;Tamboara;16
3130;Tapejara;16
3131;Tapira;16
3132;Teixeira Soares;16
3133;Telêmaco Borba;16
3134;Terra Boa;16
3135;Terra Rica;16
3136;Terra Roxa;16
3137;Tibagi;16
3138;Tijucas do Sul;16
3139;Toledo;16
3140;Tomazina;16
3141;Três Barras do Paraná;16
3142;Tunas do Paraná;16
3143;Tuneiras do Oeste;16
3144;Tupãssi;16
3145;Turvo;16
3146;Ubiratã;16
